subplot_id,species_id,first_year,first_census,current_year,current_census,count
S1760_1N,PTR,2005,3,2005,3,1
S1760_1N,PTR,2005,3,2005,4,1
S1760_1N,PTR,2004,3,2004,3,2
S1760_1N,PTR,2004,3,2004,4,2
S1760_1N,PTR,2002,2,2002,2,2
S1760_1N,PTR,2002,2,2002,3,1
S1760_1N,PTR,2002,2,2002,4,0
S1760_1N,PTR,2001,2,2001,2,2
S1760_1N,PTR,2001,2,2001,3,1
S1760_1N,PTR,2001,2,2001,4,1
S1760_1N,PTR,2001,4,2001,4,1
S1760_1N,ABA,2003,3,2003,3,2
S1760_1N,ABA,2003,3,2003,4,2
S1760_1N,PGL,2003,3,2003,3,7
S1760_1N,PGL,2003,3,2003,4,1
S1760_1N,TOC,2003,3,2003,3,977
S1760_1N,TOC,2003,4,2003,4,123
S1760_1S,BPA,2001,2,2001,2,1
S1760_1S,BPA,2001,2,2001,3,0
S1760_1S,BPA,2001,3,2001,3,2
S1760_1S,BPA,2001,3,2001,4,1
S1760_1S,BPA,2001,4,2001,4,1
S1760_1S,PTR,2006,2,2006,2,3
S1760_1S,PTR,2006,2,2006,3,0
S1760_1S,PTR,2006,3,2006,3,2
S1760_1S,PTR,2006,3,2006,4,0
S1760_1S,PTR,2005,2,2005,2,3
S1760_1S,PTR,2005,2,2005,3,3
S1760_1S,PTR,2005,2,2005,4,2
S1760_1S,PTR,2005,3,2005,3,1
S1760_1S,PTR,2005,3,2005,4,1
S1760_1S,PTR,2004,2,2004,2,1
S1760_1S,PTR,2004,3,2004,3,6
S1760_1S,PTR,2004,3,2004,4,6
S1760_1S,PTR,2002,2,2002,2,2
S1760_1S,PTR,2002,2,2002,3,1
S1760_1S,PTR,2002,2,2002,4,0
S1760_1S,PTR,2001,2,2001,2,2
S1760_1S,PTR,2001,2,2001,3,2
S1760_1S,PTR,2001,2,2001,4,1
S1760_1S,PTR,2001,3,2001,3,2
S1760_1S,PTR,2001,3,2001,4,0
S1760_1S,ABA,2004,2,2004,2,1
S1760_1S,ABA,2003,2,2003,2,1
S1760_1S,ABA,2003,2,2003,3,1
S1760_1S,ABA,2003,2,2003,4,1
S1760_1S,ABA,2003,3,2003,3,1
S1760_1S,ABA,2003,3,2003,4,1
S1760_1S,ABA,2003,4,2003,4,1
S1760_1S,PGL,2003,2,2003,2,13
S1760_1S,PGL,2003,2,2003,3,6
S1760_1S,PGL,2003,2,2003,4,5
S1760_1S,PGL,2003,3,2003,3,2
S1760_1S,PGL,2003,3,2003,4,2
S1760_1S,TOC,2004,3,2004,3,1
S1760_1S,TOC,2004,3,2004,4,1
S1760_1S,TOC,2004,4,2004,4,2
S1760_1S,TOC,2003,2,2003,2,15
S1760_1S,TOC,2003,2,2003,3,4
S1760_1S,TOC,2003,2,2003,4,4
S1760_1S,TOC,2003,3,2003,3,131
S1760_1S,TOC,2003,4,2003,4,70
S1760_1S,TOC,2001,2,2001,2,3
S1760_1S,TOC,2001,2,2001,3,3
S1760_1S,TOC,2001,2,2001,4,2
S1760_1S,TOC,2001,4,2001,4,1
S1760_2N,ABA,2003,3,2003,3,2
S1760_2N,ABA,2003,3,2003,4,1
S1760_2N,PGL,2004,2,2004,2,2
S1760_2N,PGL,2003,2,2003,2,1
S1760_2N,PGL,2003,2,2003,3,1
S1760_2N,PGL,2003,2,2003,4,1
S1760_2N,PGL,2003,3,2003,3,7
S1760_2N,PGL,2003,3,2003,4,0
S1760_2N,TOC,2004,2,2004,2,2
S1760_2N,TOC,2004,2,2004,3,2
S1760_2N,TOC,2004,2,2004,4,2
S1760_2N,TOC,2003,2,2003,2,20
S1760_2N,TOC,2003,2,2003,3,20
S1760_2N,TOC,2003,2,2003,4,8
S1760_2N,TOC,2003,3,2003,3,866
S1760_2N,TOC,2003,4,2003,4,86
S1760_2S,BPA,2005,2,2005,2,59
S1760_2S,BPA,2005,2,2005,3,0
S1760_2S,BPA,2005,3,2005,3,16
S1760_2S,BPA,2005,3,2005,4,11
S1760_2S,BPA,2004,4,2004,4,2
S1760_2S,BPA,2001,2,2001,2,2
S1760_2S,BPA,2001,2,2001,3,2
S1760_2S,BPA,2001,2,2001,4,1
S1760_2S,BPA,2001,4,2001,4,1
S1760_2S,PTR,2006,2,2006,2,7
S1760_2S,PTR,2006,2,2006,3,6
S1760_2S,PTR,2006,2,2006,4,6
S1760_2S,PTR,2005,2,2005,2,10
S1760_2S,PTR,2005,2,2005,3,7
S1760_2S,PTR,2005,2,2005,4,3
S1760_2S,PTR,2005,3,2005,3,6
S1760_2S,PTR,2005,3,2005,4,1
S1760_2S,PTR,2004,2,2004,2,10
S1760_2S,PTR,2004,2,2004,3,8
S1760_2S,PTR,2004,2,2004,4,2
S1760_2S,PTR,2004,3,2004,3,5
S1760_2S,PTR,2004,3,2004,4,2
S1760_2S,PTR,2003,2,2003,2,7
S1760_2S,PTR,2003,2,2003,3,0
S1760_2S,PTR,2003,4,2003,4,4
S1760_2S,PTR,2002,2,2002,2,5
S1760_2S,PTR,2002,2,2002,3,4
S1760_2S,PTR,2002,2,2002,4,1
S1760_2S,PTR,2002,3,2002,3,1
S1760_2S,PTR,2002,3,2002,4,1
S1760_2S,PTR,2001,2,2001,2,13
S1760_2S,PTR,2001,2,2001,3,8
S1760_2S,PTR,2001,2,2001,4,3
S1760_2S,PTR,2001,3,2001,3,7
S1760_2S,PTR,2001,3,2001,4,0
S1760_2S,ABA,2003,2,2003,2,5
S1760_2S,ABA,2003,2,2003,3,3
S1760_2S,ABA,2003,2,2003,4,3
S1760_2S,ABA,2003,3,2003,3,2
S1760_2S,ABA,2003,3,2003,4,2
S1760_2S,PGL,2004,2,2004,2,1
S1760_2S,PGL,2004,2,2004,3,1
S1760_2S,PGL,2004,2,2004,4,1
S1760_2S,PGL,2003,2,2003,2,8
S1760_2S,PGL,2003,2,2003,3,7
S1760_2S,PGL,2003,2,2003,4,6
S1760_2S,PGL,2003,3,2003,3,1
S1760_2S,PGL,2003,3,2003,4,1
S1760_2S,TOC,2006,2,2006,2,1
S1760_2S,TOC,2006,2,2006,3,1
S1760_2S,TOC,2006,2,2006,4,1
S1760_2S,TOC,2004,2,2004,2,4
S1760_2S,TOC,2004,2,2004,3,2
S1760_2S,TOC,2004,2,2004,4,2
S1760_2S,TOC,2004,3,2004,3,2
S1760_2S,TOC,2004,3,2004,4,1
S1760_2S,TOC,2003,2,2003,2,15
S1760_2S,TOC,2003,2,2003,3,15
S1760_2S,TOC,2003,2,2003,4,8
S1760_2S,TOC,2003,3,2003,3,361
S1760_2S,TOC,2003,4,2003,4,224
S1760_2S,TOC,2001,2,2001,2,8
S1760_2S,TOC,2001,2,2001,3,5
S1760_2S,TOC,2001,2,2001,4,2
S1760_2S,TOC,2001,3,2001,3,1
S1760_2S,TOC,2001,3,2001,4,0
S1760_3N,PTR,2006,3,2006,3,1
S1760_3N,PTR,2006,3,2006,4,0
S1760_3N,PTR,2005,2,2005,2,5
S1760_3N,PTR,2005,2,2005,3,3
S1760_3N,PTR,2005,2,2005,4,0
S1760_3N,PTR,2005,3,2005,4,1
S1760_3N,PTR,2003,2,2003,2,2
S1760_3N,PTR,2003,2,2003,3,1
S1760_3N,PTR,2003,2,2003,4,0
S1760_3N,PTR,2002,2,2002,2,4
S1760_3N,PTR,2002,2,2002,3,3
S1760_3N,PTR,2002,2,2002,4,2
S1760_3N,PTR,2002,3,2002,3,1
S1760_3N,PTR,2002,3,2002,4,0
S1760_3N,PTR,2001,2,2001,2,5
S1760_3N,PTR,2001,2,2001,3,3
S1760_3N,PTR,2001,2,2001,4,1
S1760_3N,PTR,2001,3,2001,3,6
S1760_3N,PTR,2001,3,2001,4,0
S1760_3N,ABA,2003,2,2003,2,3
S1760_3N,ABA,2003,2,2003,3,2
S1760_3N,ABA,2003,2,2003,4,2
S1760_3N,ABA,2003,3,2003,3,2
S1760_3N,ABA,2003,3,2003,4,1
S1760_3N,PGL,2003,2,2003,2,1
S1760_3N,PGL,2003,2,2003,3,0
S1760_3N,PGL,2003,3,2003,3,3
S1760_3N,PGL,2003,3,2003,4,1
S1760_3N,TOC,2003,2,2003,2,16
S1760_3N,TOC,2003,2,2003,3,7
S1760_3N,TOC,2003,2,2003,4,1
S1760_3N,TOC,2003,3,2003,3,159
S1760_3N,TOC,2003,3,2003,4,15
S1760_3S,BPA,2006,2,2006,2,1
S1760_3S,BPA,2006,2,2006,3,0
S1760_3S,BPA,2005,2,2005,2,57
S1760_3S,BPA,2005,3,2005,3,16
S1760_3S,BPA,2005,3,2005,4,2
S1760_3S,BPA,2004,4,2004,4,1
S1760_3S,BPA,2001,3,2001,3,14
S1760_3S,BPA,2001,3,2001,4,13
S1760_3S,BPA,2001,4,2001,4,5
S1760_3S,PTR,2006,2,2006,2,9
S1760_3S,PTR,2006,2,2006,3,4
S1760_3S,PTR,2006,2,2006,4,0
S1760_3S,PTR,2005,2,2005,2,4
S1760_3S,PTR,2005,2,2005,3,4
S1760_3S,PTR,2005,2,2005,4,1
S1760_3S,PTR,2005,3,2005,3,3
S1760_3S,PTR,2005,3,2005,4,0
S1760_3S,PTR,2003,2,2003,2,5
S1760_3S,PTR,2003,2,2003,3,3
S1760_3S,PTR,2003,2,2003,4,0
S1760_3S,PTR,2002,2,2002,2,4
S1760_3S,PTR,2002,2,2002,3,2
S1760_3S,PTR,2002,2,2002,4,1
S1760_3S,PTR,2002,3,2002,3,6
S1760_3S,PTR,2002,3,2002,4,1
S1760_3S,PTR,2001,2,2001,2,24
S1760_3S,PTR,2001,2,2001,3,12
S1760_3S,PTR,2001,2,2001,4,8
S1760_3S,PTR,2001,3,2001,3,5
S1760_3S,PTR,2001,3,2001,4,0
S1760_3S,ABA,2003,2,2003,2,4
S1760_3S,ABA,2003,2,2003,3,2
S1760_3S,ABA,2003,2,2003,4,1
S1760_3S,PGL,2003,2,2003,2,14
S1760_3S,PGL,2003,2,2003,3,10
S1760_3S,PGL,2003,2,2003,4,7
S1760_3S,PGL,2003,4,2003,4,1
S1760_3S,TOC,2006,2,2006,2,2
S1760_3S,TOC,2006,2,2006,3,0
S1760_3S,TOC,2004,2,2004,2,3
S1760_3S,TOC,2004,2,2004,3,2
S1760_3S,TOC,2004,2,2004,4,2
S1760_3S,TOC,2004,3,2004,3,1
S1760_3S,TOC,2004,3,2004,4,1
S1760_3S,TOC,2003,2,2003,2,15
S1760_3S,TOC,2003,2,2003,3,13
S1760_3S,TOC,2003,2,2003,4,11
S1760_3S,TOC,2003,3,2003,3,360
S1760_3S,TOC,2003,3,2003,4,309
S1760_3S,TOC,2001,2,2001,2,8
S1760_3S,TOC,2001,2,2001,3,8
S1760_3S,TOC,2001,2,2001,4,8
S1760_3S,TOC,2001,3,2001,3,2
S1760_3S,TOC,2001,3,2001,4,2
S1760_3S,TOC,2001,4,2001,4,1
S1760_4N,BPA,2005,2,2005,2,3
S1760_4N,BPA,2005,2,2005,3,1
S1760_4N,BPA,2005,2,2005,4,1
S1760_4N,BPA,2001,3,2001,3,1
S1760_4N,BPA,2001,3,2001,4,1
S1760_4N,BPA,2001,4,2001,4,1
S1760_4N,PTR,2005,3,2005,3,2
S1760_4N,PTR,2005,3,2005,4,1
S1760_4N,PTR,2002,2,2002,2,1
S1760_4N,PTR,2002,2,2002,3,1
S1760_4N,PTR,2002,2,2002,4,0
S1760_4N,PTR,2002,3,2002,3,0
S1760_4N,PTR,2001,2,2001,2,4
S1760_4N,PTR,2001,2,2001,3,2
S1760_4N,PTR,2001,2,2001,4,2
S1760_4N,ABA,2003,2,2003,2,1
S1760_4N,ABA,2003,2,2003,3,1
S1760_4N,ABA,2003,2,2003,4,1
S1760_4N,ABA,2003,3,2003,3,5
S1760_4N,ABA,2003,3,2003,4,3
S1760_4N,PGL,2003,3,2003,3,8
S1760_4N,PGL,2003,3,2003,4,3
S1760_4N,TOC,2004,3,2004,3,2
S1760_4N,TOC,2004,3,2004,4,1
S1760_4N,TOC,2003,2,2003,2,67
S1760_4N,TOC,2003,2,2003,3,51
S1760_4N,TOC,2003,3,2003,3,833
S1760_4N,TOC,2003,4,2003,4,167
S1760_4S,BPA,2005,2,2005,2,12
S1760_4S,BPA,2005,2,2005,3,0
S1760_4S,BPA,2005,3,2005,3,1
S1760_4S,BPA,2005,3,2005,4,1
S1760_4S,BPA,2003,4,2003,4,1
S1760_4S,BPA,2001,3,2001,3,2
S1760_4S,BPA,2001,3,2001,4,1
S1760_4S,BPA,2001,4,2001,4,2
S1760_4S,PTR,2006,2,2006,2,15
S1760_4S,PTR,2006,2,2006,3,10
S1760_4S,PTR,2006,2,2006,4,7
S1760_4S,PTR,2006,4,2006,4,1
S1760_4S,PTR,2005,2,2005,2,8
S1760_4S,PTR,2005,2,2005,3,5
S1760_4S,PTR,2005,2,2005,4,1
S1760_4S,PTR,2005,3,2005,3,1
S1760_4S,PTR,2005,3,2005,4,1
S1760_4S,PTR,2004,2,2004,2,4
S1760_4S,PTR,2004,2,2004,3,0
S1760_4S,PTR,2004,3,2004,3,3
S1760_4S,PTR,2004,3,2004,4,2
S1760_4S,PTR,2003,2,2003,2,14
S1760_4S,PTR,2003,2,2003,3,6
S1760_4S,PTR,2003,2,2003,4,0
S1760_4S,PTR,2003,3,2003,3,2
S1760_4S,PTR,2003,3,2003,4,0
S1760_4S,PTR,2003,4,2003,4,1
S1760_4S,PTR,2002,2,2002,2,4
S1760_4S,PTR,2002,2,2002,3,3
S1760_4S,PTR,2002,2,2002,4,1
S1760_4S,PTR,2002,3,2002,3,6
S1760_4S,PTR,2002,3,2002,4,1
S1760_4S,PTR,2001,2,2001,2,16
S1760_4S,PTR,2001,2,2001,3,10
S1760_4S,PTR,2001,2,2001,4,5
S1760_4S,PTR,2001,3,2001,3,9
S1760_4S,PTR,2001,3,2001,4,0
S1760_4S,ABA,2003,2,2003,2,1
S1760_4S,ABA,2003,2,2003,3,1
S1760_4S,ABA,2003,2,2003,4,1
S1760_4S,PGL,2006,4,2006,4,2
S1760_4S,PGL,2003,2,2003,2,11
S1760_4S,PGL,2003,2,2003,3,9
S1760_4S,PGL,2003,2,2003,4,7
S1760_4S,PGL,2003,3,2003,3,4
S1760_4S,PGL,2003,3,2003,4,1
S1760_4S,TOC,2004,2,2004,2,2
S1760_4S,TOC,2004,2,2004,3,1
S1760_4S,TOC,2004,2,2004,4,1
S1760_4S,TOC,2004,3,2004,3,1
S1760_4S,TOC,2004,3,2004,4,1
S1760_4S,TOC,2003,2,2003,2,15
S1760_4S,TOC,2003,2,2003,3,15
S1760_4S,TOC,2003,2,2003,4,13
S1760_4S,TOC,2003,3,2003,3,425
S1760_4S,TOC,2003,4,2003,4,199
S1760_4S,TOC,2002,2,2002,2,2
S1760_4S,TOC,2002,2,2002,3,2
S1760_4S,TOC,2001,2,2001,2,5
S1760_4S,TOC,2001,2,2001,3,5
S1760_4S,TOC,2001,2,2001,4,2
S1760_5N,ABA,2003,3,2003,3,2
S1760_5N,ABA,2003,3,2003,4,1
S1760_5N,PGL,2003,2,2003,2,5
S1760_5N,PGL,2003,2,2003,3,5
S1760_5N,PGL,2003,2,2003,4,1
S1760_5N,TOC,2004,2,2004,2,1
S1760_5N,TOC,2004,2,2004,3,0
S1760_5N,TOC,2003,3,2003,3,451
S1760_5N,TOC,2003,4,2003,4,9
S1760_5S,BPA,2005,2,2005,2,1
S1760_5S,BPA,2005,2,2005,3,1
S1760_5S,BPA,2005,2,2005,4,0
S1760_5S,BPA,2005,3,2005,3,1
S1760_5S,BPA,2005,3,2005,4,0
S1760_5S,BPA,2005,4,2005,4,1
S1760_5S,BPA,2004,4,2004,4,1
S1760_5S,BPA,2002,3,2002,3,2
S1760_5S,BPA,2002,3,2002,4,2
S1760_5S,BPA,2002,4,2002,4,1
S1760_5S,BPA,2001,2,2001,2,18
S1760_5S,BPA,2001,2,2001,3,15
S1760_5S,BPA,2001,2,2001,4,10
S1760_5S,PTR,2005,2,2005,2,6
S1760_5S,PTR,2005,2,2005,3,6
S1760_5S,PTR,2005,2,2005,4,5
S1760_5S,PTR,2004,2,2004,2,5
S1760_5S,PTR,2004,2,2004,3,2
S1760_5S,PTR,2004,2,2004,4,0
S1760_5S,PTR,2004,3,2004,3,1
S1760_5S,PTR,2004,3,2004,4,0
S1760_5S,PTR,2003,2,2003,2,4
S1760_5S,PTR,2003,2,2003,3,1
S1760_5S,PTR,2003,2,2003,4,0
S1760_5S,PTR,2003,4,2003,4,2
S1760_5S,PTR,2002,2,2002,2,10
S1760_5S,PTR,2002,2,2002,3,3
S1760_5S,PTR,2002,2,2002,4,0
S1760_5S,PTR,2002,3,2002,3,4
S1760_5S,PTR,2002,3,2002,4,0
S1760_5S,PTR,2001,2,2001,2,15
S1760_5S,PTR,2001,2,2001,3,10
S1760_5S,PTR,2001,2,2001,4,7
S1760_5S,PTR,2001,3,2001,3,2
S1760_5S,PTR,2001,3,2001,4,2
S1760_5S,PGL,2003,2,2003,2,15
S1760_5S,PGL,2003,2,2003,3,10
S1760_5S,PGL,2003,2,2003,4,7
S1760_5S,PGL,2003,3,2003,3,8
S1760_5S,PGL,2003,3,2003,4,8
S1760_5S,TOC,2004,2,2004,2,1
S1760_5S,TOC,2004,2,2004,3,1
S1760_5S,TOC,2004,2,2004,4,1
S1760_5S,TOC,2003,2,2003,2,15
S1760_5S,TOC,2003,2,2003,3,10
S1760_5S,TOC,2003,2,2003,4,7
S1760_5S,TOC,2003,3,2003,3,269
S1760_5S,TOC,2003,4,2003,4,226
S1760_5S,TOC,2001,2,2001,2,1
S1760_5S,TOC,2001,2,2001,3,1
S1760_5S,TOC,2001,2,2001,4,1
S1760_6N,BPA,2005,2,2005,2,4
S1760_6N,BPA,2005,2,2005,3,1
S1760_6N,BPA,2005,2,2005,4,1
S1760_6N,BPA,2003,4,2003,4,1
S1760_6N,BPA,2002,2,2002,2,6
S1760_6N,BPA,2002,2,2002,3,5
S1760_6N,BPA,2002,2,2002,4,3
S1760_6N,BPA,2002,3,2002,3,2
S1760_6N,BPA,2002,3,2002,4,1
S1760_6N,BPA,2002,4,2002,4,1
S1760_6N,BPA,2001,2,2001,2,10
S1760_6N,BPA,2001,2,2001,3,8
S1760_6N,BPA,2001,3,2001,4,6
S1760_6N,BPA,2001,4,2001,4,3
S1760_6N,PTR,2006,2,2006,2,1
S1760_6N,PTR,2006,2,2006,3,1
S1760_6N,PTR,2006,2,2006,4,0
S1760_6N,PTR,2005,2,2005,2,3
S1760_6N,PTR,2005,2,2005,3,3
S1760_6N,PTR,2005,2,2005,4,3
S1760_6N,PTR,2004,2,2004,2,7
S1760_6N,PTR,2004,2,2004,3,1
S1760_6N,PTR,2004,2,2004,4,0
S1760_6N,PTR,2004,3,2004,3,1
S1760_6N,PTR,2004,3,2004,4,1
S1760_6N,PTR,2003,4,2003,4,3
S1760_6N,PTR,2002,2,2002,2,4
S1760_6N,PTR,2002,2,2002,3,4
S1760_6N,PTR,2002,2,2002,4,0
S1760_6N,PTR,2002,3,2002,3,1
S1760_6N,PTR,2002,3,2002,4,0
S1760_6N,PTR,2001,2,2001,2,4
S1760_6N,PTR,2001,2,2001,3,4
S1760_6N,PTR,2001,2,2001,4,4
S1760_6N,ABA,2003,2,2003,2,1
S1760_6N,PGL,2003,2,2003,2,3
S1760_6N,PGL,2003,2,2003,3,1
S1760_6N,PGL,2003,2,2003,4,1
S1760_6N,PGL,2003,3,2003,3,6
S1760_6N,PGL,2003,3,2003,4,2
S1760_6N,TOC,2006,3,2006,3,1
S1760_6N,TOC,2006,3,2006,4,1
S1760_6N,TOC,2004,2,2004,2,3
S1760_6N,TOC,2004,2,2004,3,3
S1760_6N,TOC,2004,2,2004,4,3
S1760_6N,TOC,2004,4,2004,4,2
S1760_6N,TOC,2003,2,2003,2,11
S1760_6N,TOC,2003,2,2003,3,11
S1760_6N,TOC,2003,2,2003,4,1
S1760_6N,TOC,2003,3,2003,3,1288
S1760_6N,TOC,2003,3,2003,4,1
S1760_6N,TOC,2003,4,2003,4,284
S1760_6N,TOC,2002,2,2002,2,2
S1760_6N,TOC,2002,2,2002,3,2
S1760_6N,TOC,2002,2,2002,4,2
S1760_6N,TOC,2002,3,2002,3,1
S1760_6N,TOC,2001,2,2001,2,1
S1760_6N,TOC,2001,2,2001,3,1
S1760_6N,TOC,2001,2,2001,4,1
S1760_6N,POBA,2002,2,2002,2,2
S1760_6N,POBA,2002,2,2002,3,2
S1760_6N,POBA,2002,2,2002,4,2
S1760_6N,POBA,2002,3,2002,3,1
S1760_6S,BPA,2005,2,2005,2,44
S1760_6S,BPA,2005,2,2005,3,0
S1760_6S,BPA,2005,2,2005,4,0
S1760_6S,BPA,2005,3,2005,3,15
S1760_6S,BPA,2005,3,2005,4,5
S1760_6S,BPA,2004,3,2004,3,1
S1760_6S,BPA,2004,3,2004,4,0
S1760_6S,BPA,2001,3,2001,3,3
S1760_6S,BPA,2001,3,2001,4,2
S1760_6S,BPA,2001,4,2001,4,2
S1760_6S,PTR,2006,2,2006,2,42
S1760_6S,PTR,2006,2,2006,3,25
S1760_6S,PTR,2006,2,2006,4,21
S1760_6S,PTR,2006,3,2006,3,1
S1760_6S,PTR,2006,3,2006,4,1
S1760_6S,PTR,2005,2,2005,2,28
S1760_6S,PTR,2005,2,2005,3,25
S1760_6S,PTR,2005,2,2005,4,20
S1760_6S,PTR,2005,3,2005,3,5
S1760_6S,PTR,2005,3,2005,4,3
S1760_6S,PTR,2004,2,2004,2,5
S1760_6S,PTR,2004,2,2004,3,1
S1760_6S,PTR,2004,2,2004,4,0
S1760_6S,PTR,2004,3,2004,3,7
S1760_6S,PTR,2004,3,2004,4,5
S1760_6S,PTR,2003,2,2003,2,14
S1760_6S,PTR,2003,2,2003,3,10
S1760_6S,PTR,2003,2,2003,4,1
S1760_6S,PTR,2003,3,2003,3,3
S1760_6S,PTR,2003,3,2003,4,0
S1760_6S,PTR,2002,2,2002,2,10
S1760_6S,PTR,2002,2,2002,3,9
S1760_6S,PTR,2002,2,2002,4,3
S1760_6S,PTR,2002,3,2002,3,9
S1760_6S,PTR,2002,3,2002,4,2
S1760_6S,PTR,2001,2,2001,2,41
S1760_6S,PTR,2001,2,2001,3,36
S1760_6S,PTR,2001,2,2001,4,15
S1760_6S,PTR,2001,3,2001,3,10
S1760_6S,PTR,2001,3,2001,4,4
S1760_6S,PGL,2003,2,2003,2,9
S1760_6S,PGL,2003,2,2003,3,8
S1760_6S,PGL,2003,2,2003,4,8
S1760_6S,PGL,2003,3,2003,3,7
S1760_6S,PGL,2003,3,2003,4,7
S1760_6S,TOC,2006,2,2006,2,2
S1760_6S,TOC,2006,2,2006,3,0
S1760_6S,TOC,2004,2,2004,2,2
S1760_6S,TOC,2004,2,2004,3,1
S1760_6S,TOC,2004,2,2004,4,1
S1760_6S,TOC,2004,3,2004,3,1
S1760_6S,TOC,2004,3,2004,4,0
S1760_6S,TOC,2003,2,2003,2,70
S1760_6S,TOC,2003,2,2003,3,13
S1760_6S,TOC,2003,2,2003,4,11
S1760_6S,TOC,2003,3,2003,3,110
S1760_6S,TOC,2003,4,2003,4,69
S1760_7N,PTR,2005,2,2005,2,1
S1760_7N,PTR,2005,2,2005,3,0
S1760_7N,PTR,2001,3,2001,3,1
S1760_7N,PTR,2001,3,2001,4,0
S1760_7N,PGL,2003,3,2003,3,7
S1760_7N,PGL,2003,3,2003,4,2
S1760_7N,TOC,2004,3,2004,3,4
S1760_7N,TOC,2004,3,2004,4,2
S1760_7N,TOC,2004,4,2004,4,1
S1760_7N,TOC,2003,2,2003,2,10
S1760_7N,TOC,2003,2,2003,3,10
S1760_7N,TOC,2003,2,2003,4,3
S1760_7N,TOC,2003,3,2003,3,718
S1760_7N,TOC,2003,4,2003,4,205
S1760_7N,TOC,2001,2,2001,2,1
S1760_7N,TOC,2001,2,2001,3,1
S1760_7N,TOC,2001,2,2001,4,0
S1760_7S,PTR,2005,2,2005,2,5
S1760_7S,PTR,2005,2,2005,3,3
S1760_7S,PTR,2005,2,2005,4,1
S1760_7S,PTR,2004,2,2004,2,1
S1760_7S,PTR,2004,2,2004,3,0
S1760_7S,PTR,2004,3,2004,3,2
S1760_7S,PTR,2004,3,2004,4,1
S1760_7S,PTR,2003,2,2003,2,5
S1760_7S,PTR,2003,2,2003,3,0
S1760_7S,PTR,2003,3,2003,3,1
S1760_7S,PTR,2003,3,2003,4,0
S1760_7S,PTR,2002,2,2002,3,5
S1760_7S,PTR,2002,2,2002,4,2
S1760_7S,PTR,2002,3,2002,3,2
S1760_7S,PTR,2001,2,2001,2,16
S1760_7S,PTR,2001,2,2001,3,16
S1760_7S,PTR,2001,2,2001,4,8
S1760_7S,PTR,2001,3,2001,3,1
S1760_7S,PTR,2001,3,2001,4,1
S1760_7S,PGL,2003,2,2003,2,2
S1760_7S,PGL,2003,2,2003,3,0
S1760_7S,PGL,2003,3,2003,3,2
S1760_7S,PGL,2003,3,2003,4,0
S1760_7S,TOC,2004,3,2004,3,2
S1760_7S,TOC,2004,3,2004,4,2
S1760_7S,TOC,2003,2,2003,2,34
S1760_7S,TOC,2003,2,2003,3,19
S1760_7S,TOC,2003,2,2003,4,9
S1760_7S,TOC,2003,3,2003,3,30
S1760_7S,TOC,2003,3,2003,4,4
S1760_7S,TOC,2003,4,2003,4,7
S1760_7S,TOC,2001,3,2001,3,1
S1760_7S,TOC,2001,3,2001,4,1
S1760_8N,BPA,2006,2,2006,2,1
S1760_8N,BPA,2006,2,2006,3,0
S1760_8N,PTR,2004,3,2004,3,2
S1760_8N,PTR,2004,3,2004,4,2
S1760_8N,PTR,2003,2,2003,2,1
S1760_8N,PTR,2003,2,2003,3,0
S1760_8N,PGL,2003,3,2003,3,12
S1760_8N,PGL,2003,3,2003,4,1
S1760_8N,TOC,2004,3,2004,3,2
S1760_8N,TOC,2004,3,2004,4,1
S1760_8N,TOC,2003,2,2003,2,16
S1760_8N,TOC,2003,2,2003,3,12
S1760_8N,TOC,2003,2,2003,4,0
S1760_8N,TOC,2003,3,2003,3,675
S1760_8N,TOC,2003,4,2003,4,62
S1760_8S,BPA,2005,2,2005,2,10
S1760_8S,BPA,2005,2,2005,3,0
S1760_8S,BPA,2001,3,2001,3,7
S1760_8S,BPA,2001,3,2001,4,7
S1760_8S,PTR,2006,2,2006,2,13
S1760_8S,PTR,2006,2,2006,3,9
S1760_8S,PTR,2006,2,2006,4,8
S1760_8S,PTR,2006,3,2006,3,1
S1760_8S,PTR,2006,3,2006,4,1
S1760_8S,PTR,2005,2,2005,2,18
S1760_8S,PTR,2005,2,2005,3,14
S1760_8S,PTR,2005,2,2005,4,3
S1760_8S,PTR,2004,2,2004,2,5
S1760_8S,PTR,2004,2,2004,3,0
S1760_8S,PTR,2004,3,2004,3,5
S1760_8S,PTR,2004,3,2004,4,2
S1760_8S,PTR,2003,2,2003,2,7
S1760_8S,PTR,2003,2,2003,3,5
S1760_8S,PTR,2003,2,2003,4,0
S1760_8S,PTR,2003,3,2003,3,1
S1760_8S,PTR,2003,3,2003,4,0
S1760_8S,PTR,2002,2,2002,3,2
S1760_8S,PTR,2002,2,2002,4,0
S1760_8S,PTR,2001,2,2001,2,22
S1760_8S,PTR,2001,2,2001,3,18
S1760_8S,PTR,2001,2,2001,4,4
S1760_8S,PTR,2001,3,2001,3,3
S1760_8S,PTR,2001,3,2001,4,0
S1760_8S,ABA,2003,2,2003,2,1
S1760_8S,ABA,2003,2,2003,3,1
S1760_8S,ABA,2003,2,2003,4,1
S1760_8S,PGL,2004,2,2004,2,1
S1760_8S,PGL,2004,2,2004,3,1
S1760_8S,PGL,2004,2,2004,4,0
S1760_8S,PGL,2003,2,2003,2,8
S1760_8S,PGL,2003,2,2003,3,7
S1760_8S,PGL,2003,2,2003,4,4
